Entry	Entry Name	Protein names	Gene Names	Organism	Length
P0AF63	NSRR_ECOLI	HTH-type transcriptional repressor NsrR	nsrR yjeB b4178 JW4136	Escherichia coli (strain K12)	141
P0AF96	TABA_ECOLI	Toxin-antitoxin biofilm protein TabA	tabA yjgK b4252 JW5756	Escherichia coli (strain K12)	150
P0AFA5	NFRB_ECOLI	Bacteriophage adsorption protein B (Bacteriophage N4 adsorption protein B)	nfrB b0569 JW0558	Escherichia coli (strain K12)	745
P0AFH8	OSMY_ECOLI	Osmotically-inducible protein Y	osmY b4376 JW4338	Escherichia coli (strain K12)	201
P0AFK0	PMBA_ECOLI	Metalloprotease PmbA (EC 3.4.-.-) (Protein TldE)	pmbA tldE b4235 JW4194	Escherichia coli (strain K12)	450
P0AFK2	PNUC_ECOLI	Nicotinamide riboside transporter PnuC	pnuC b0751 JW0734	Escherichia coli (strain K12)	239
P0AFM9	PSPB_ECOLI	Phage shock protein B	pspB b1305 JW1298	Escherichia coli (strain K12)	74
P0AFQ7	YCFH_ECOLI	Uncharacterized metal-dependent hydrolase YcfH (EC 3.1.-.-)	ycfH b1100 JW1086	Escherichia coli (strain K12)	265
P0AFR7	YCJO_ECOLI	Inner membrane ABC transporter permease protein YcjO	ycjO b1311 JW1304	Escherichia coli (strain K12)	293
P0AFS1	LSRD_ECOLI	Autoinducer 2 import system permease protein LsrD (AI-2 import system permease protein LsrD)	lsrD ydeZ b1515 JW1508	Escherichia coli (strain K12)	330
P0AFU0	YEJB_ECOLI	Inner membrane ABC transporter permease protein YejB	yejB b2178 JW2166	Escherichia coli (strain K12)	364
P0AFV2	YHID_ECOLI	Putative magnesium transporter YhiD	yhiD yhhE b3508 JW5670	Escherichia coli (strain K12)	215
P0AFV8	PSPD_ECOLI	Phage shock protein D	pspD b1307 JW1300	Escherichia coli (strain K12)	73
P0AFY2	SANA_ECOLI	Protein SanA	sanA yeiF b2144 JW2132	Escherichia coli (strain K12)	239
P0AG14	SOHB_ECOLI	Probable protease SohB (EC 3.4.21.-)	sohB b1272 JW1264	Escherichia coli (strain K12)	349
P0AG34	RHTB_ECOLI	Homoserine/homoserine lactone efflux protein	rhtB yigK b3824 JW5585	Escherichia coli (strain K12)	206
P0AG38	RHTC_ECOLI	Threonine efflux protein	rhtC yigJ b3823 JW5586	Escherichia coli (strain K12)	206
P0AG84	YGHA_ECOLI	Uncharacterized oxidoreductase YghA (EC 1.-.-.-)	yghA b3003 JW2972	Escherichia coli (strain K12)	294
P0AGG8	TLDD_ECOLI	Metalloprotease TldD (EC 3.4.-.-)	tldD yhdO b3244 JW3213	Escherichia coli (strain K12)	481
P0AGH8	PSTC_ECOLI	Phosphate transport system permease protein PstC	pstC phoW b3727 JW3705	Escherichia coli (strain K12)	319
P0AGI4	XYLH_ECOLI	Xylose transport system permease protein XylH	xylH b3568 JW3540	Escherichia coli (strain K12)	393
P0AGI8	TRKA_ECOLI	Trk system potassium uptake protein TrkA (K(+)-uptake protein TrkA)	trkA b3290 JW3251	Escherichia coli (strain K12)	458
P0AGJ2	TRMH_ECOLI	tRNA (guanosine(18)-2'-O)-methyltransferase (EC 2.1.1.34) (tRNA [Gm18] methyltransferase)	trmH spoU b3651 JW3626	Escherichia coli (strain K12)	229
P0AGK4	YHBY_ECOLI	RNA-binding protein YhbY	yhbY b3180 JW3147	Escherichia coli (strain K12)	97
P0C8J8	GATZ_ECOLI	D-tagatose-1,6-bisphosphate aldolase subunit GatZ	gatZ b2095 JW2082	Escherichia coli (strain K12)	420
P0C8K0	KBAZ_ECOLI	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ	kbaZ agaZ yhaX b3132 JW3101	Escherichia coli (strain K12)	426
P0CB39	EPTC_ECOLI	Phosphoethanolamine transferase EptC (EC 2.7.-.-)	eptC cptA yijP b3955 JW3927	Escherichia coli (strain K12)	577
P0CE44	UIDB_ECOLI	Glucuronide carrier protein homolog	uidB gusB uidP b1616 JW1608	Escherichia coli (strain K12)	457
P0CE45	UIDB2_ECOLI	Glucuronide carrier protein (Glucuronide permease)	uidB gusB uidP	Escherichia coli (strain K12)	457
P0CF88	INSI1_ECOLI	Transposase InsI for insertion sequence element IS30A	insI1 b0256 JW0246	Escherichia coli (strain K12)	383
P0CK95	ACFD_ECOLI	Putative lipoprotein AcfD homolog	yghJ b4466 JW5925 ECK2968	Escherichia coli (strain K12)	1520
P0DKB3	MNTS_ECOLI	Small protein MntS	mntS rybA b4705 JW0800.1	Escherichia coli (strain K12)	42
P0DP21	YJIP_ECOLI	Putative inactive recombination-promoting nuclease-like protein YjiP	yjiP rpnD b4338 JW5953	Escherichia coli (strain K12)	103
P0DP70	PHNE2_ECOLI	Putative cryptic phosphonate transport system permease protein PhnE2	phnE phnE2 b4103 JW4065	Escherichia coli (strain K12)	122
P0DP89	ILVGP_ECOLI	Putative acetolactate synthase isozyme 2 large subunit (AHAS-II) (ALS-II) (Acetohydroxy-acid synthase II large subunit)	ilvG b4488 b3767	Escherichia coli (strain K12)	327
P10423	IAP_ECOLI	Alkaline phosphatase isozyme conversion protein (EC 3.4.11.-)	iap b2753 JW2723	Escherichia coli (strain K12)	345
P10805	ENVY_ECOLI	Porin thermoregulatory protein EnvY	envY b0566 JW0555	Escherichia coli (strain K12)	253
P11072	LIT_ECOLI	Cell death peptidase (Bacteriophage T4 late gene expression-blocking protein) (GpLit)	lit b1139 JW1125	Escherichia coli (strain K12)	297
P11446	ARGC_ECOLI	N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)	argC b3958 JW3930	Escherichia coli (strain K12)	334
P11875	SYR_ECOLI	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS b1876 JW1865	Escherichia coli (strain K12)	577
P11988	BGLB_ECOLI	6-phospho-beta-glucosidase BglB (EC 3.2.1.86) (Phospho-beta-glucosidase B)	bglB b3721 JW3699	Escherichia coli (strain K12)	470
P11989	BGLG_ECOLI	Cryptic beta-glucoside bgl operon antiterminator	bglG bglC b3723 JW3701	Escherichia coli (strain K12)	278
P12999	BIOC_ECOLI	Malonyl-[acyl-carrier protein] O-methyltransferase (Malonyl-ACP O-methyltransferase) (EC 2.1.1.197) (Biotin synthesis protein BioC)	bioC b0777 JW0760	Escherichia coli (strain K12)	251
P13024	FDHE_ECOLI	Protein FdhE	fdhE b3891 JW3862	Escherichia coli (strain K12)	309
P15006	MCRC_ECOLI	Type IV methyl-directed restriction enzyme EcoKMcrBC (EcoKMcrBC) (Protein McrC)	mcrC b4345 JW5789	Escherichia coli (strain K12)	348
P15070	FLIN_ECOLI	Flagellar motor switch protein FliN	fliN flaN motD b1946 JW1930	Escherichia coli (strain K12)	137
P15639	PUR9_ECOLI	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH b4006 JW3970	Escherichia coli (strain K12)	529
P15977	MALQ_ECOLI	4-alpha-glucanotransferase (EC 2.4.1.25) (Amylomaltase) (Disproportionating enzyme) (D-enzyme)	malQ malA b3416 JW3379	Escherichia coli (strain K12)	694
P16525	TUS_ECOLI	DNA replication terminus site-binding protein (Ter-binding protein)	tus tau b1610 JW1602	Escherichia coli (strain K12)	309
P16677	PHNC_ECOLI	Phosphonates import ATP-binding protein PhnC (EC 7.3.2.2)	phnC b4106 JW4067	Escherichia coli (strain K12)	262
P16682	PHND_ECOLI	Phosphonates-binding periplasmic protein	phnD psiD b4105 JW4066	Escherichia coli (strain K12)	338
P16689	PHNM_ECOLI	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase (RPnTP diphosphatase) (EC 3.6.1.63)	phnM b4095 JW4056	Escherichia coli (strain K12)	378
P16690	PHNN_ECOLI	Ribose 1,5-bisphosphate phosphokinase PhnN (EC 2.7.4.23) (Ribose 1,5-bisphosphokinase)	phnN b4094 JW4055	Escherichia coli (strain K12)	185
P16701	CYST_ECOLI	Sulfate transport system permease protein CysT	cysU cysT b2424 JW2417	Escherichia coli (strain K12)	277
P17410	CHBR_ECOLI	HTH-type transcriptional regulator ChbR (Chb operon repressor)	chbR celD b1735 JW1724	Escherichia coli (strain K12)	280
P17583	CYNX_ECOLI	Cyanate transport protein CynX	cynX b0341 JW0332	Escherichia coli (strain K12)	384
P18310	SSBF_ECOLI	Plasmid-derived single-stranded DNA-binding protein (SSB) (Helix-destabilizing protein)	ssbF ssb ssf ECOK12F060	Escherichia coli (strain K12)	179
P18393	YBDZ_ECOLI	Enterobactin biosynthesis protein YbdZ	ybdZ b4511 JW0577	Escherichia coli (strain K12)	72
P18811	MALI_ECOLI	Maltose regulon regulatory protein MalI	malI b1620 JW1612	Escherichia coli (strain K12)	342
P19317	NARW_ECOLI	Probable nitrate reductase molybdenum cofactor assembly chaperone NarW (Redox enzyme maturation protein NarW)	narW b1466 JW1461	Escherichia coli (strain K12)	231
P19769	INSK_ECOLI	Putative transposase InsK for insertion sequence element IS150	insK dinS b3558 JW3528	Escherichia coli (strain K12)	283
P19930	HYAD_ECOLI	Hydrogenase 1 maturation protease (EC 3.4.23.-)	hyaD b0975 JW0957	Escherichia coli (strain K12)	195
P20605	FIC_ECOLI	Probable protein adenylyltransferase Fic (EC 2.7.7.108) (Cell filamentation protein Fic)	fic b3361 JW3324	Escherichia coli (strain K12)	200
P21169	DCOR_ECOLI	Constitutive ornithine decarboxylase (EC 4.1.1.17)	speC b2965 JW5482	Escherichia coli (strain K12)	711
P21367	YCAC_ECOLI	Probable hydrolase YcaC (EC 4.-.-.-)	ycaC b0897 JW0880	Escherichia coli (strain K12)	208
P21515	ACPH_ECOLI	Acyl carrier protein phosphodiesterase (ACP phosphodiesterase) (EC 3.1.4.14)	acpH yajB b0404 JW0394	Escherichia coli (strain K12)	193
P21893	RECJ_ECOLI	Single-stranded-DNA-specific exonuclease RecJ (EC 3.1.-.-)	recJ b2892 JW2860	Escherichia coli (strain K12)	577
P22586	FLIO_ECOLI	Flagellar protein FliO	fliO flaP flbD b1947 JW5316	Escherichia coli (strain K12)	121
P23839	YICC_ECOLI	Endoribonuclease YicC (EC 3.1.26.-)	yicC orfX b3644 JW3619	Escherichia coli (strain K12)	287
P23841	XAPR_ECOLI	HTH-type transcriptional regulator XapR (Xanthosine operon regulatory protein)	xapR pndR yfeB b2405 JW2396	Escherichia coli (strain K12)	294
P23842	PDEA_ECOLI	Probable cyclic di-GMP phosphodiesterase PdeA (EC 3.1.4.52)	pdeA yfeA b2395 JW5391	Escherichia coli (strain K12)	729
P23898	NLPC_ECOLI	Probable endopeptidase NlpC (EC 3.4.-.-) (ORF-17) (Probable lipoprotein NlpC)	nlpC b1708 JW1698	Escherichia coli (strain K12)	154
P23910	ARAJ_ECOLI	Putative transporter AraJ	araJ b0396 JW0386	Escherichia coli (strain K12)	394
P24174	MANC_ECOLI	Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) (GDP-mannose pyrophosphorylase) (GMP) (GMPP)	manC cpsB rfbM b2049 JW2034	Escherichia coli (strain K12)	478
P24175	MANB_ECOLI	Phosphomannomutase (PMM) (EC 5.4.2.8)	manB cpsG rfbL b2048 JW2033	Escherichia coli (strain K12)	456
P24180	ACRE_ECOLI	Multidrug export protein AcrE (Acriflavine resistance protein E) (Protein EnvC)	acrE envC b3265 JW3233	Escherichia coli (strain K12)	385
P24181	ACRF_ECOLI	Multidrug export protein AcrF (Acriflavine resistance protein F) (Protein EnvD)	acrF envD b3266 JW3234	Escherichia coli (strain K12)	1034
P24200	MCRA_ECOLI	Type IV methyl-directed restriction enzyme EcoKMcrA (EcoKMcrA) (EC 3.1.21.-) (5-methylcytosine-specific restriction enzyme A)	mcrA rglA b1159 JW1145	Escherichia coli (strain K12)	277
P24202	MRR_ECOLI	Type IV methyl-directed restriction enzyme EcoKMrr (EcoKMrr) (Mrr restriction system protein)	mrr b4351 JW4314	Escherichia coli (strain K12)	304
P24218	INTD_ECOLI	Prophage integrase IntD (Prophage DLP12 integrase) (Prophage QSR' integrase)	intD int b0537 JW0525	Escherichia coli (strain K12)	387
P24240	ASCB_ECOLI	6-phospho-beta-glucosidase AscB (EC 3.2.1.86)	ascB b2716 JW2686	Escherichia coli (strain K12)	474
P24241	PTIBC_ECOLI	PTS system arbutin-, cellobiose-, and salicin-specific EIIBC component (EIIBC-Asc) (EII-Asc) [Includes: Arbutin-, cellobiose-, and salicin-specific phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system arbutin-, cellobiose-, and salicin-specific EIIB component); Arbutin, cellobiose, and salicin permease IIC component (PTS system arbutin-, cellobiose-, and salicin-specific EIIC component)]	ascF b2715 JW5435	Escherichia coli (strain K12)	485
P24242	ASCG_ECOLI	HTH-type transcriptional regulator AscG (Cryptic asc operon repressor)	ascG b2714 JW5434	Escherichia coli (strain K12)	336
P24244	APPX_ECOLI	Putative cytochrome bd-II ubiquinol oxidase subunit AppX	appX yccB b4592 JW0961.1 b0979.1	Escherichia coli (strain K12)	30
P25549	ASLA_ECOLI	Putative sulfatase AslA (EC 3.1.6.-)	aslA atsA b3801 JW3773	Escherichia coli (strain K12)	551
P25741	WAAP_ECOLI	Lipopolysaccharide core heptose(I) kinase WaaP (EC 2.7.1.235)	waaP rfaP b3630 JW3605	Escherichia coli (strain K12)	265
P25744	MDTG_ECOLI	Multidrug resistance protein MdtG	mdtG yceE b1053 JW1040	Escherichia coli (strain K12)	408
P25748	GALS_ECOLI	HTH-type transcriptional regulator GalS (Mgl repressor and galactose ultrainduction factor)	galS b2151 JW2138	Escherichia coli (strain K12)	346
P25960	LEP4_ECOLI	Prepilin leader peptidase/N-methyltransferase [Includes: Leader peptidase (EC 3.4.23.43) (Prepilin peptidase); N-methyltransferase (EC 2.1.1.-)]	gspO hofD hopD hopO yheC b3335 JW3297	Escherichia coli (strain K12)	225
P26266	FEPE_ECOLI	Ferric enterobactin transport protein FepE	fepE b0587 JW0579	Escherichia coli (strain K12)	377
P26365	AMIB_ECOLI	N-acetylmuramoyl-L-alanine amidase AmiB (EC 3.5.1.28)	amiB yjeD b4169 JW4127	Escherichia coli (strain K12)	445
P26612	AMY2_ECOLI	Cytoplasmic alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)	amyA yedC b1927 JW1912	Escherichia coli (strain K12)	495
P26649	GLGS_ECOLI	Surface composition regulator	glgS scoR b3049 JW3021	Escherichia coli (strain K12)	66
P27111	CYNR_ECOLI	HTH-type transcriptional regulator CynR (Cyn operon transcriptional activator)	cynR b0338 JW5894	Escherichia coli (strain K12)	299
P27126	WAAS_ECOLI	Lipopolysaccharide core biosynthesis protein WaaS	waaS rfaS b3629 JW3604	Escherichia coli (strain K12)	311
P27127	WAAB_ECOLI	Lipopolysaccharide 1,6-galactosyltransferase (EC 2.4.1.-) (UDP-D-galactose:(Glucosyl)lipopolysaccharide-alpha-1,3-D-galactosyltransferase)	waaB rfaB b3628 JW3603	Escherichia coli (strain K12)	359
P27240	WAAY_ECOLI	Lipopolysaccharide core heptose(II) kinase WaaY (EC 2.7.1.-)	waaY rfaY b3625 JW3600	Escherichia coli (strain K12)	232
P27832	WECD_ECOLI	dTDP-fucosamine acetyltransferase (EC 2.3.1.210) (TDP-fucosamine acetyltransferase) (dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase)	wecD rffC yifH b3790 JW5597	Escherichia coli (strain K12)	224
P27835	WZYE_ECOLI	Probable ECA polymerase	wzyE wzy b3793 JW3769	Escherichia coli (strain K12)	450
P27836	WECG_ECOLI	UDP-N-acetyl-D-mannosaminuronic acid transferase (UDP-ManNAcA transferase) (EC 2.4.1.180)	wecG rffM b3794 JW3770	Escherichia coli (strain K12)	246
P27862	YIGZ_ECOLI	IMPACT family member YigZ	yigZ b3848 JW5577	Escherichia coli (strain K12)	204
P28249	ASMA_ECOLI	Protein AsmA	asmA yegA b2064 JW2049	Escherichia coli (strain K12)	617
P28638	YHDJ_ECOLI	DNA adenine methyltransferase YhdJ (EC 2.1.1.72) (Type II methyltransferase M.EcoKII) (M.EcoKII)	yhdJ b3262 JW5543	Escherichia coli (strain K12)	294
P30015	LHR_ECOLI	Probable ATP-dependent helicase Lhr (EC 3.6.4.-) (Large helicase-related protein)	lhr rhlF b1653 JW1645	Escherichia coli (strain K12)	1538
P30128	GREB_ECOLI	Transcription elongation factor GreB (Transcript cleavage factor GreB)	greB b3406 JW3369	Escherichia coli (strain K12)	158
P30130	FIMD_ECOLI	Outer membrane usher protein FimD	fimD b4317 JW5780	Escherichia coli (strain K12)	878
P30136	THIC_ECOLI	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	thiC b3994 JW3958	Escherichia coli (strain K12)	631
P30235	PSUK_ECOLI	Pseudouridine kinase (EC 2.7.1.83)	psuK pscK yeiC b2166 JW2153	Escherichia coli (strain K12)	313
P30859	ARTI_ECOLI	Putative ABC transporter arginine-binding protein 2	artI b0863 JW0847	Escherichia coli (strain K12)	243
P31060	MODF_ECOLI	ABC transporter ATP-binding protein ModF (Photorepair protein PhrA)	modF ORF6 phrA b0760 JW0743	Escherichia coli (strain K12)	490
P31068	FLIH_ECOLI	Flagellar assembly protein FliH	fliH fla AII.3 fla BIII b1940 JW1924	Escherichia coli (strain K12)	228
P31122	SOTB_ECOLI	Sugar efflux transporter	sotB ydeA b1528 JW1521	Escherichia coli (strain K12)	396
P31125	EAMA_ECOLI	Probable amino-acid metabolite efflux pump	eamA ydeD b1533 JW5250	Escherichia coli (strain K12)	299
P31126	YDEE_ECOLI	Uncharacterized MFS-type transporter YdeE	ydeE ydeF b1534 JW1527	Escherichia coli (strain K12)	395
P31436	SETC_ECOLI	Sugar efflux transporter C	setC yicK b3659 JW3633	Escherichia coli (strain K12)	394
P31440	ADEQ_ECOLI	Adenine permease AdeQ	adeQ yicO b3664 JW5636	Escherichia coli (strain K12)	444
P31442	EMRD_ECOLI	Multidrug resistance protein D	emrD yicQ b3673 JW5634	Escherichia coli (strain K12)	394
P31452	PTXC_ECOLI	Phosphotransferase IIC component GlvC (PTS system EIIC component)	glvC ptiC b3683 JW3660	Escherichia coli (strain K12)	368
P31459	DGOK_ECOLI	2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58) (2-keto-3-deoxy-galactonokinase) (2-oxo-3-deoxygalactonate kinase)	dgoK yidV b3693 JW3670	Escherichia coli (strain K12)	292
P31462	MDTL_ECOLI	Multidrug resistance protein MdtL	mdtL yidY b3710 JW3688	Escherichia coli (strain K12)	391
P31463	YIDZ_ECOLI	HTH-type transcriptional regulator YidZ	yidZ b3711 JW3689	Escherichia coli (strain K12)	319
P31474	HSRA_ECOLI	Probable transport protein HsrA (High-copy suppressor of rspA)	hsrA yieO b3754 JW3733	Escherichia coli (strain K12)	475
P31548	THIQ_ECOLI	Thiamine import ATP-binding protein ThiQ (EC 7.6.2.15)	thiQ yabJ b0066 JW0065	Escherichia coli (strain K12)	232
P31549	THIP_ECOLI	Thiamine transport system permease protein ThiP	thiP yabK b0067 JW0066	Escherichia coli (strain K12)	536
P31574	FIXB_ECOLI	Protein FixB	fixB yaaR b0042 JW0041	Escherichia coli (strain K12)	313
P31600	NFRA_ECOLI	Bacteriophage adsorption protein A (Bacteriophage N4 adsorption protein A)	nfrA b0568 JW0557	Escherichia coli (strain K12)	990
P31665	RPNC_ECOLI	Recombination-promoting nuclease RpnC (EC 3.1.21.-)	rpnC yadD b0132 JW5010	Escherichia coli (strain K12)	300
P31802	NARP_ECOLI	Nitrate/nitrite response regulator protein NarP	narP b2193 JW2181	Escherichia coli (strain K12)	215
P31825	TRMN6_ECOLI	tRNA1(Val) (adenine(37)-N6)-methyltransferase (EC 2.1.1.223) (tRNA m6A37 methyltransferase)	yfiC b2575 JW2559	Escherichia coli (strain K12)	245
P31826	YDDA_ECOLI	Inner membrane ABC transporter ATP-binding protein YddA (CDS102)	yddA b1496 JW5242	Escherichia coli (strain K12)	561
P31828	PQQL_ECOLI	Probable zinc protease PqqL (EC 3.4.24.-)	pqqL yddC b1494 JW1489	Escherichia coli (strain K12)	931
P32129	YIHG_ECOLI	Probable acyltransferase YihG (EC 2.3.-.-)	yihG b3862 JW3834	Escherichia coli (strain K12)	310
P32137	YIHP_ECOLI	Putative 2,3-dihydroxypropane-1-sulfonate exporter	yihP b3877 JW3848	Escherichia coli (strain K12)	461
P32152	FRVR_ECOLI	Putative frv operon regulatory protein [Includes: Putative phosphotransferase EIIA component (EC 2.7.1.-) (Putative PTS system EIIA component)]	frvR yiiH b3897 JW3868	Escherichia coli (strain K12)	582
P32155	PTFLA_ECOLI	PTS system fructose-like EIIA component (Fructose-like phosphotransferase enzyme IIA component)	frvA yiiK b3900 JW3871	Escherichia coli (strain K12)	148
P32157	YIIM_ECOLI	Protein YiiM	yiiM b3910 JW5559	Escherichia coli (strain K12)	224
P32672	PTFC2_ECOLI	Fructose-like permease IIC component 2 (PTS system fructose-like EIIC component 2)	frwC yijJ b3949 JW3921	Escherichia coli (strain K12)	359
P32675	PFLC_ECOLI	Pyruvate formate-lyase 2-activating enzyme (EC 1.97.1.4) (Formate-C-acetyltransferase-activating enzyme 2) (PFL-activating enzyme 2)	pflC yijM b3952 JW3924	Escherichia coli (strain K12)	292
P32676	PTFB3_ECOLI	PTS system fructose-like EIIB component 3 (EC 2.7.1.202) (Fructose-like phosphotransferase enzyme IIB component 3)	frwD yijN b3953 JW3925	Escherichia coli (strain K12)	113
P32696	PSPG_ECOLI	Phage shock protein G	pspG yjbO b4050 JW5716	Escherichia coli (strain K12)	80
P32701	PDEC_ECOLI	Probable cyclic di-GMP phosphodiesterase PdeC (EC 3.1.4.52)	pdeC yjcC b4061 JW4022	Escherichia coli (strain K12)	528
P32710	NRFE_ECOLI	Probable cytochrome c-type biogenesis protein NrfE	nrfE yjcL b4074 JW4035	Escherichia coli (strain K12)	552
P32711	NRFF_ECOLI	Formate-dependent nitrite reductase complex subunit NrfF	nrfF yjcM b4075 JW4036	Escherichia coli (strain K12)	127
P32714	MDTP_ECOLI	Multidrug resistance outer membrane protein MdtP	mdtP yjcP b4080 JW4041	Escherichia coli (strain K12)	488
P32720	ALSC_ECOLI	D-allose transport system permease protein AlsC	alsC yjcV b4086 JW4047	Escherichia coli (strain K12)	326
P33014	TSUB_ECOLI	Putative sulfur carrier protein TsuB (Thiosulfate uptake protein B)	tsuB yeeD b2012 JW1994	Escherichia coli (strain K12)	75
P33021	NUPX_ECOLI	Putative nucleoside permease NupX	nupX yeiJ b2161 JW2148	Escherichia coli (strain K12)	416
P33024	PSUT_ECOLI	Putative pseudouridine transporter	psuT pscT yeiM b2164 JW2151	Escherichia coli (strain K12)	416
P33128	YADV_ECOLI	Probable fimbrial chaperone YadV	yadV ecpD b0140 JW0136	Escherichia coli (strain K12)	246
P33135	FLIR_ECOLI	Flagellar biosynthetic protein FliR	fliR flaP b1950 JW1934	Escherichia coli (strain K12)	261
P33136	OPGG_ECOLI	Glucans biosynthesis protein G	mdoG opgG b1048 JW1035	Escherichia coli (strain K12)	511
P33222	YJFC_ECOLI	Putative acid--amine ligase YjfC (EC 6.3.1.-)	yjfC b4186 JW4144	Escherichia coli (strain K12)	387
P33228	RECT_ECOLI	Protein RecT (P33)	recT b1349 JW1343	Escherichia coli (strain K12)	269
P33230	RCBA_ECOLI	Double-strand break reduction protein	rcbA ydaC b1347 JW1341	Escherichia coli (strain K12)	69
P33234	ADIY_ECOLI	HTH-type transcriptional regulator AdiY	adiY b4116 JW4077	Escherichia coli (strain K12)	253
P33340	YEHA_ECOLI	Uncharacterized fimbrial-like protein YehA	yehA b2108 JW2095	Escherichia coli (strain K12)	344
P33341	YEHB_ECOLI	Outer membrane usher protein YehB	yehB b2109 JW2096	Escherichia coli (strain K12)	826
P33342	YEHC_ECOLI	Probable fimbrial chaperone YehC	yehC b2110 JW2097	Escherichia coli (strain K12)	239
