Entry	Entry Name	Protein names	Gene Names	Organism	Length
P52867	PMT5_YEAST	Dolichyl-phosphate-mannose--protein mannosyltransferase 5 (EC 2.4.1.109)	PMT5 YDL093W D2399	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	743
P52868	CWC23_YEAST	Pre-mRNA-splicing factor CWC23 (Complexed with CEF1 protein 23)	CWC23 YGL128C G2861	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	283
P52892	ALAT_YEAST	Probable alanine aminotransferase (EC 2.6.1.2) (Glutamate pyruvate transaminase) (GPT) (Glutamic--alanine transaminase) (Glutamic--pyruvic transaminase)	ALT2 YDR111C YD9727.07C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	507
P52893	ALAM_YEAST	Probable alanine aminotransferase, mitochondrial (EC 2.6.1.2) (Glutamate pyruvate transaminase) (GPT) (Glutamic--alanine transaminase) (Glutamic--pyruvic transaminase)	ALT1 YLR089C L9449.15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	592
P52919	NBP1_YEAST	NAP1-binding protein	NBP1 YLR457C L9122.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	319
P52923	AIF1_YEAST	Apoptosis-inducing factor 1 (EC 1.-.-.-) (Cercosporin and photosensitizer-detoxification protein 1)	AIF1 CPD1 YNR074C N3815	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	378
P53059	MNT2_YEAST	Alpha-1,3-mannosyltransferase MNT2 (EC 2.4.1.-)	MNT2 YGL257C NRD558	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	558
P53062	BRR6_YEAST	Nucleus export protein BRR6 (Bad response to refrigeration protein 6)	BRR6 YGL247W NRA197	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	197
P53065	TAD1_YEAST	tRNA-specific adenosine deaminase 1 (EC 3.5.4.34) (tRNA-specific adenosine-37 deaminase)	TAD1 YGL243W HRA400	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	400
P53070	MTO1_YEAST	Mitochondrial translation optimization protein 1	MTO1 IPS1 YGL236C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	669
P53073	EMC4_YEAST	ER membrane protein complex subunit 4	EMC4 YGL231C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	190
P53075	SHE10_YEAST	Outer spore wall assembly protein SHE10 (Sensitivity to high expression protein 10)	SHE10 YGL228W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	577
P53080	EDC1_YEAST	Enhancer of mRNA-decapping protein 1	EDC1 YGL222C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	175
P53094	MDS3_YEAST	Negative regulator of sporulation MDS3 (MCK1 dosage suppressor 3)	MDS3 YGL197W G1307	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1487
P53101	STR3_YEAST	Cystathionine beta-lyase (CBL) (EC 4.4.1.13) (Beta-cystathionase) (Cysteine lyase) (Cysteine-S-conjugate beta-lyase) (Sulfur transfer protein 3)	STR3 YGL184C G1601	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	465
P53102	MND1_YEAST	Meiotic nuclear division protein 1	MND1 YGL183C G1604	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	219
P53107	YRB30_YEAST	Ran-specific GTPase-activating protein 30 (Ran-binding protein 30) (RANBP30)	YRB30 YGL164C G1817	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	440
P53108	YIP5_YEAST	Protein YIP5 (YPT-interacting protein 5)	YIP5 YGL161C G1832	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	310
P53111	ARI1_YEAST	NADPH-dependent aldehyde reductase ARI1 (EC 1.1.1.-)	ARI1 YGL157W G1857	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	347
P53121	FLC3_YEAST	Putative flavin carrier protein 3 (FAD transporter 3) (TRP-like ion channel FLC3)	FLC3 YGL139W G2812	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	802
P53123	MRM2_YEAST	rRNA methyltransferase 2, mitochondrial (EC 2.1.1.168) (21S rRNA (uridine(2791)-2'-O)-methyltransferase) (21S rRNA [Um2791] 2'-O-methyltransferase)	MRM2 YGL136C G2830	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	320
P53124	PCL10_YEAST	PHO85 cyclin-10	PCL10 YGL134W G2838	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	433
P53125	ITC1_YEAST	Imitation switch two complex protein 1	ITC1 YGL133W G2842	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1264
P53128	MTHR2_YEAST	Methylenetetrahydrofolate reductase 2 (EC 1.5.1.53) (YmL45)	MET13 MET11 MRPL45 YGL125W G2882	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	600
P53136	NSA1_YEAST	Ribosome biogenesis protein NSA1 (NOP7-associated protein 1)	NSA1 YGL111W G2990	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	463
P53153	LCL3_YEAST	Probable endonuclease LCL3 (EC 3.1.-.-) (Long chronological lifespan protein 3)	LCL3 YGL085W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	274
P53158	KXD1_YEAST	Biogenesis of lysosome-related organelles complex 1 subunit KXD1 (BLOC-1 subunit KXD1) (KxDL homolog)	KXD1 YGL079W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	218
P53167	PUS2_YEAST	tRNA pseudouridine(27/28) synthase (EC 5.4.99.44) (tRNA pseudouridine synthase 2) (tRNA pseudouridylate synthase 2) (tRNA-uridine isomerase 2)	PUS2 YGL063W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	370
P53169	YBP2_YEAST	YAP1-binding protein 2 (YBP1 homolog protein 1)	YBP2 YBH1 YGL060W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	641
P53174	PRM8_YEAST	Pheromone-regulated membrane protein 8 (DUP240 protein PRM8) (Protein DUP1)	PRM8 DUP1 YGL053W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	237
P53177	TYW3_YEAST	tRNA wybutosine-synthesizing protein 3 (tRNA-yW-synthesizing protein 3) (EC 2.1.1.282) (tRNA(Phe) 7-((3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4))-methyltransferase)	TYW3 YGL050W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	273
P53179	PALF_YEAST	pH-response regulator protein palF/RIM8 (Regulator of IME2 protein 8)	RIM8 PAL3 YGL045W YGL046W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	542
P53185	VIR_YEAST	Protein virilizer	VIR1 YGL036W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	909
P53187	HOP2_YEAST	Homologous-pairing protein 2	HOP2 YGL033W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	214
P53188	CGR1_YEAST	rRNA-processing protein CGR1 (Coiled-coil growth-regulated protein 1)	CGR1 YGL029W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	120
P53189	SCW11_YEAST	Probable family 17 glucosidase SCW11 (EC 3.2.1.-) (Soluble cell wall protein 11)	SCW11 YGL028C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	542
P53198	ERP6_YEAST	Protein ERP6	ERP6 YGL002W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	216
P53206	MCY1_YEAST	Putative mitochondrial cysteine synthase (CS) (EC 2.5.1.47) (Cysteine synthase-like protein) (CSl) (O-acetylserine (thiol)-lyase) (OAS-TL) (O-acetylserine sulfhydrylase)	MCY1 YGR012W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	393
P53214	MTL1_YEAST	Protein MTL1 (MID two-like protein 1)	MTL1 YGR023W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	551
P53220	TIM21_YEAST	Mitochondrial import inner membrane translocase subunit TIM21	TIM21 YGR033C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	239
P53221	RL26B_YEAST	Large ribosomal subunit protein uL24B (60S ribosomal protein L26-B) (L33) (YL33)	RPL26B RPL33B YGR034W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	127
P53226	BUD9_YEAST	Bud site selection protein 9	BUD9 YGR041W G4152	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	547
P53228	TAL2_YEAST	Transaldolase NQM1 (EC 2.2.1.2) (Non-quiescent mutant protein 1)	NQM1 YGR043C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	333
P53233	FMP48_YEAST	Probable serine/threonine-protein kinase FMP48 (EC 2.7.11.1) (Found in mitochondrial proteome protein 48)	FMP48 YGR052W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	369
P53235	EIF2A_YEAST	Eukaryotic translation initiation factor 2A (eIF-2A)	YGR054W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	642
P53237	LST7_YEAST	Protein LST7 (Lethal with SEC thirteen protein 7)	LST7 YGR057C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	242
P53239	COX18_YEAST	Cytochrome c oxidase assembly protein COX18, mitochondrial (Cytochrome c oxidase assembly protein 18)	COX18 YGR062C G4532	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	316
P53244	ART5_YEAST	Arrestin-related trafficking adapter 5	ART5 YGR068C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	586
P53246	ENV11_YEAST	Late endosome and vacuole interface protein 11	ENV11 YGR071C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	860
P53258	GYP2_YEAST	GTPase-activating protein GYP2 (MAC1-dependent regulator) (Protein MIC1)	MDR1 GYP2 MIC1 YGR100W G5717	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	950
P53260	GATF_YEAST	Glutamyl-tRNA(Gln) amidotransferase subunit F, mitochondrial (Glu-AdT subunit F) (EC 6.3.5.-)	GTF1 YGR102C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	183
P53273	VSB1_YEAST	Vacuolar basic amino acid transporter VSB1 (Vacuolar storage of basic amino acids 1)	VSB1 YGR125W G6362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1036
P53280	CF130_YEAST	Protein CAF130 (130 kDa CCR4-associated factor)	CAF130 YGR134W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1122
P53283	TPO2_YEAST	Polyamine transporter 2	TPO2 YGR138C G6417	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	614
P53295	RBG2_YEAST	Ribosome-interacting GTPase 2 (GTP-binding protein RBG2)	RBG2 GIR1 YGR173W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	368
P53306	GPI1_YEAST	Phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1 (GPI-GlcNAc transferase complex subunit GPI1) (GPI-GnT subunit GPI1) (EC 2.4.1.198)	GPI1 YGR216C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	609
P53312	SUCB_YEAST	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase beta chain) (SCS-beta)	LSC2 YGR244C G8625	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	427
P53313	SDA1_YEAST	Protein SDA1 (Severe depolymerization of actin protein 1)	SDA1 YGR245C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	767
P53320	MTM1_YEAST	Mitochondrial carrier protein MTM1 (Manganese trafficking factor for mitochondrial SOD2)	MTM1 YGR257C G9175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	366
P53322	TNA1_YEAST	High-affinity nicotinic acid transporter (Nicotinic acid permease)	TNA1 YGR260W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	534
P53331	REXO1_YEAST	RNA exonuclease 1 (EC 3.1.-.-) (RNase H(70))	RNH70 REX1 YGR276C G9381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	553
P53332	COAD_YEAST	Phosphopantetheine adenylyltransferase (PPAT) (EC 2.7.7.3) (Coenzyme A biosynthesis protein 4) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase)	CAB4 YGR277C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	305
P53333	CWC22_YEAST	Pre-mRNA-splicing factor CWC22 (Complexed with CEF1 protein 22)	CWC22 YGR278W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	577
P53337	ERV29_YEAST	ER-derived vesicles protein ERV29	ERV29 YGR284C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	310
P53341	MAL12_YEAST	Alpha-glucosidase MAL12 (EC 3.2.1.20) (Maltase)	MAL12 MAL1S YGR292W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	584
P53388	DIP5_YEAST	Dicarboxylic amino acid permease	DIP5 YPL265W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	608
P53389	HOL1_YEAST	Protein HOL1	HOL1 YNR055C N3494	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	586
P53390	MEP3_YEAST	Ammonium transporter MEP3	MEP3 AMT3 YPR138C P9659.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	489
P53437	RRN9_YEAST	RNA polymerase I-specific transcription initiation factor RRN9	RRN9 YMR270C YM8156.12C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	365
P53600	COPZ_YEAST	Coatomer subunit zeta (Zeta-coat protein) (Zeta-COP)	RET3 YPL010W LPA7W YP8132.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	189
P53629	ARE2_YEAST	Sterol O-acyltransferase 2 (EC 2.3.1.-) (Sterol-ester synthase 2)	ARE2 SAT1 YNR019W N3206	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	642
P53631	HXT17_YEAST	Hexose transporter HXT17	HXT17 YNR072W N3615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	564
P53718	NRM1_YEAST	Transcription factor NRM1 (Negative regulator of MBF targets 1)	NRM1 YNR009W N2044	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	249
P53727	BUD17_YEAST	Putative pyridoxal kinase BUD17 (EC 2.7.1.35) (Bud site selection protein 17)	BUD17 YNR027W N3250	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	317
P53732	RT12_YEAST	Small ribosomal subunit protein uS12m (37S ribosomal protein S12, mitochondrial)	MRPS12 YNR036C N3298	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	153
P53756	PDR18_YEAST	ABC transporter ATP-binding protein/permease PDR18 (Pleiotropic drug resistance protein 18)	PDR18 YNR070W N3568	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1333
P53819	YRF16_YEAST	Y' element ATP-dependent helicase protein 1 copy 6 (EC 3.6.4.12)	YRF1-6 YNL339C N0152	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1859
P53823	SNO2_YEAST	Probable pyridoxal 5'-phosphate synthase subunit SNO2 (EC 4.3.3.6) (PDX2 homolog 2) (Pdx2.2) (Pyridoxal 5'-phosphate synthase glutaminase subunit) (EC 3.5.1.2)	SNO2 YNL334C N0285	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	222
P53824	SNZ2_YEAST	Probable pyridoxal 5'-phosphate synthase subunit SNZ2 (PLP synthase subunit SNZ2) (EC 4.3.3.6) (PDX1 homolog 2) (Pdx1.2)	SNZ2 YNL333W N0290	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	298
P53830	CUS2_YEAST	Cold sensitive U2 snRNA suppressor 2	CUS2 YNL286W N0549	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	285
P53834	HCH1_YEAST	Hsp90 co-chaperone HCH1 (High-copy Hsp90 suppressor protein 1)	HCH1 YNL281W N0589	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	153
P53836	CA120_YEAST	CCR4-NOT transcriptional complex subunit CAF120 (120 kDa CCR4-associated factor)	CAF120 YNL278W N0610	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1060
P53849	GIS2_YEAST	Zinc finger protein GIS2	GIS2 YNL255C N0852	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	153
P53851	TEX1_YEAST	Protein TEX1 (Trex component 1)	TEX1 YNL253W N0860	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	422
P53852	SYC_YEAST	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	YNL247W N0885	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	767
P53858	BNI4_YEAST	Protein BNI4	BNI4 YNL233W N1146	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	892
P53861	ELOA1_YEAST	Elongin-A	ELA1 YNL230C N1161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	379
P53863	JJJ1_YEAST	J protein JJJ1	JJJ1 YNL227C N1254	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	590
P53875	RM19_YEAST	Large ribosomal subunit protein uL11m (54S ribosomal protein L19, mitochondrial) (YmL19)	MRPL19 YNL185C N1623	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	158
P53881	RM22_YEAST	Large ribosomal subunit protein uL22m (54S ribosomal protein L22, mitochondrial)	MRPL22 YNL177C N1657	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	309
P53889	FMP41_YEAST	Oxaloacetate tautomerase FMP41, mitochondrial (EC 5.3.2.2)	FMP41 YNL168C N1696	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	259
P53903	PGA2_YEAST	Processing of GAS1 and ALP protein 2	PGA2 YNL149C N1774	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	129
P53916	TEP1_YEAST	Probable phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TEP1 (EC 3.1.3.67)	TEP1 YNL128W N1220 N1872	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	434
P53921	RN35_YEAST	Large ribosomal subunit protein bL35m (54S ribosomal protein MRP35)	MRP35 YNL122C N1901	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	115
P53934	CARME_YEAST	Carnosine N-methyltransferase (EC 2.1.1.22)	YNL092W N2227	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	400
P53937	SWS2_YEAST	Small ribosomal subunit protein uS13m (37S ribosomal protein SWS2, mitochondrial) (Sick without securin protein 2)	SWS2 YNL081C N2322	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	143
P53938	EOS1_YEAST	N-glycosylation protein EOS1 (ER-localized and oxidants sensitive protein 1)	EOS1 YNL080C N2327	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	366
P53944	MTQ1_YEAST	Mitochondrial MRF1 N(5)-glutamine methyltransferase MTQ1 (EC 2.1.1.297)	MTQ1 YNL063W N2420 YNL2420W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	314
P53946	ARP5_YEAST	Actin-related protein 5 (Actin-like protein ARP5)	ARP5 YNL059C N2430 YNL2430C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	755
P53953	SFB2_YEAST	SED5-binding protein 2 (SEC24-related protein 2)	SFB2 ISS1 YNL049C N2505 YNL2505C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	876
P53966	KTR5_YEAST	Probable mannosyltransferase KTR5 (EC 2.4.1.-)	KTR5 YNL029C N2755	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	522
P53971	FAP1_YEAST	FKBP12-associated protein 1	FAP1 YNL023C N2812	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	965
P53982	IDHH_YEAST	Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	IDP3 YNL009W N2870	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	420
P54114	ALDH3_YEAST	Aldehyde dehydrogenase [NAD(P)+] 2 (EC 1.2.1.3)	ALD3 ALD4 YMR169C YM8520.18C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	506
P54838	DAK1_YEAST	Dihydroxyacetone kinase 1 (DHA kinase 1) (EC 2.7.1.28) (EC 2.7.1.29) (Glycerone kinase 1) (Triokinase 1) (Triose kinase 1)	DAK1 YML070W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	584
P54839	ERG13_YEAST	Hydroxymethylglutaryl-CoA synthase (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)	ERG13 HMGS YML126C YM4987.09C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	491
P54885	PROA_YEAST	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (GSA dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase)	PRO2 YOR323C O6155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	456
P54964	ORN_YEAST	Oligoribonuclease, mitochondrial (EC 3.1.15.-)	REX2 YNT20 YLR059C L2159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	269
P56628	RL22B_YEAST	Large ribosomal subunit protein eL22B (60S ribosomal protein L22-B) (L1c) (RP4) (YL31)	RPL22B YFL034C-A YFL034BC	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	122
P57744	TIM8_YEAST	Mitochondrial import inner membrane translocase subunit TIM8	TIM8 YJR135W-A YJR135BW	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	87
P80235	CACM_YEAST	Putative mitochondrial carnitine O-acetyltransferase (EC 2.3.1.7)	YAT1 YAR035W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	687
P81451	ATP19_YEAST	ATP synthase subunit K, mitochondrial	ATP19 YOL077W-A YOL078BW	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	68
P87284	PMP3_YEAST	Plasma membrane proteolipid 3	PMP3 SNA1 YDR276C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	55
P89114	SAE3_YEAST	Pachytene arrest protein SAE3 (Sporulation in the absence of SPO11 protein 3)	SAE3 YHR079C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	91
P89886	TMA20_YEAST	Translation machinery-associated protein 20	TMA20 YER007C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	181
Q00723	PRP38_YEAST	Pre-mRNA-splicing factor 38 (Pre-mRNA-processing factor 38)	PRP38 YGR075C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	242
Q01163	RT23_YEAST	Small ribosomal subunit protein mS29 (37S ribosomal protein S23, mitochondrial) (DAP-3)	RSM23 YGL129C G2856	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	450
Q01329	PTA1_YEAST	Pre-tRNA-processing protein PTA1	PTA1 YAL043C FUN39	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	785
Q01802	AATM_YEAST	Aspartate aminotransferase, mitochondrial (EC 2.6.1.1) (Transaminase A)	AAT1 YKL106W YKL461	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	451
